,_id,nutrition,ingredients,steps,keywords,name,image_url,prep_time,cook_time,vegan,gluten_free,ratio,sale ingredient ids,sale ingredients,non sale ingredients
39,5f6ed46cf43984d95dc0db5f,"{'kcal': 45.0, 'fat': 1.0, 'saturates': 0.0, 'carbs': 11.0, 'sugars': 6.0, 'fibre': 1.0, 'protein': 1.0, 'salt': 0.19}","[{'name': 'ripe tomato', 'quantity': 1, 'measurement': 'g'}, {'name': 'cooking apple', 'quantity': 750, 'measurement': 'g'}, {'name': 'light muscovado sugar', 'quantity': 375, 'measurement': 'g'}, {'name': 'onion', 'quantity': 250, 'measurement': 'g'}, {'name': 'raisins', 'quantity': 250, 'measurement': 'g'}, {'name': 'green pepper', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'salt', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'cider', 'quantity': 350, 'measurement': 'ml'}]","['Put all the ingredients into a large pan and bring to the boil over a medium heat. Stir occasionally until the sugar has dissolved. Boil the mixture, uncovered, for about 45-50 mins until the fruit is tender and thickened. Cool, then transfer the mixture to a sterilised jar and seal.']","['ripe tomato', 'cooking apple', 'light muscovado sugar', 'onion', 'raisins', 'green pepper', 'salt', 'cider']",Autumn tomato chutney,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1067534_11-5ca993d.jpg?quality=90&resize=440,400",40,50,,,0.0,[],[],"['ripe tomato', 'cooking apple', 'light muscovado sugar', 'onion', 'raisins', 'green pepper', 'salt', 'cider']"
24,5f6ed46af43984d95dc0db50,"{'kcal': 724.0, 'fat': 40.0, 'saturates': 12.0, 'carbs': 54.0, 'sugars': 17.0, 'fibre': 17.0, 'protein': 28.0, 'salt': 3.0}","[{'name': 'sausages', 'quantity': 8, 'measurement': 'quantity'}, {'name': 'ready-to-roast vegetables', 'quantity': 800, 'measurement': 'g'}, {'name': 'garlic cloves', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'smoked paprika', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'puy lentils', 'quantity': 500, 'measurement': 'g'}, {'name': 'sherry', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'parsley', 'quantity': 1, 'measurement': 'quantity'}]","['Heat grill to high. Put the sausages in a large roasting tin and grill for 8-10 mins until browning, then switch the oven on to 200C/180C fan/gas 6. Remove the tin from the oven and add the vegetables and garlic, then drizzle over the oil and toss in the paprika and some seasoning.', 'Roast for 30-35 mins more until the sausages and veg are mostly tender, then stir through the lentils and vinegar. Return to the oven for 5 mins until everything is heated through. Squeeze the garlic cloves out of their skins and stir the garlic into the lentils, then season to taste, stir through the parsley and serve.']","['sausages', 'ready-to-roast vegetables', 'garlic cloves', 'olive oil', 'smoked paprika', 'puy lentils', 'sherry', 'parsley']","Sausage, roasted veg & Puy lentil one-pot","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sausage-roasted-veg-puy-lentil-one-pot-30c9c33.jpg?quality=90&resize=440,400",5,45,,,0.0,[],[],"['sausages', 'ready-to-roast vegetables', 'garlic cloves', 'olive oil', 'smoked paprika', 'puy lentils', 'sherry', 'parsley']"
26,5f6ed46bf43984d95dc0db52,"{'kcal': 246.0, 'fat': 18.0, 'saturates': 2.0, 'carbs': 14.0, 'sugars': 13.0, 'fibre': 6.0, 'protein': 42.0, 'salt': 0.2}","[{'name': 'large beetroot', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'olive oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'ripe plums', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'pecans', 'quantity': 60, 'measurement': 'g'}, {'name': 'small pack mint', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'extra virgin olive oil', 'quantity': 1, 'measurement': 'tbsp'}]","['Heat oven to 200C/180C fan/gas 6.Toss the spiralized beetroot in the olive oil and some seasoning in a roasting tin then spread out into an even layer. Roast for 15 mins until tender.', 'While the beetroot is roasting, combine the dressing ingredients together in a jug with a little seasoning.', 'To assemble the salad, toss the rest of the ingredients in the roasting tin with the cooked beetroot and dressing. Serve on a sharing platter, garnished with a few reserved mint leaves.']","['large beetroot', 'olive oil', 'ripe plums', 'pecans', 'small pack mint', 'extra virgin olive oil']","Roasted beets, plum & pecan salad","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-beet-89f4d08.jpg?quality=90&resize=440,400",15,15,,,0.0,[],[],"['large beetroot', 'olive oil', 'ripe plums', 'pecans', 'small pack mint', 'extra virgin olive oil']"
28,5f6ed46bf43984d95dc0db54,"{'kcal': 81.0, 'fat': 7.0, 'saturates': 3.0, 'carbs': 2.0, 'sugars': 0.0, 'fibre': 0.0, 'protein': 2.0, 'salt': 0.2}","[{'name': 'blanched hazelnuts', 'quantity': 155, 'measurement': 'g'}, {'name': 'cold butter', 'quantity': 110, 'measurement': 'g'}, {'name': 'plain flour', 'quantity': 100, 'measurement': 'g'}, {'name': 'mature cheddar', 'quantity': 225, 'measurement': 'g'}, {'name': 'medium egg', 'quantity': 1, 'measurement': 'quantity'}]","['Blitz 85g of the hazelnuts in a food processor until ground. Cut the rest of the hazelnuts in half.', 'Pulse the ground hazelnuts, butter, flour, cheddar, ½ tsp salt and the egg in the food processor a few times. Don’t pulse for too long – you want the mixture to look like breadcrumbs rather than coming together in a ball. Tip the mixture onto a large piece of cling film and, using the cling film to shape it, mould it into a ball, then leave in the fridge for a couple of hours.', 'Heat oven to 200C/180C fan/gas 6. Pull off chunks of the dough – about a tablespoon at a time – and roll each piece into a ball. Place on a baking sheet and flatten each biscuit to around 3.5cm across, leaving room between each one. Push 3-4 hazelnut halves into each biscuit. Cook for 10 mins, or until the biscuits are golden brown. Leave to cool on the baking sheet, then transfer to a wire rack. Will keep for up to three days in an airtight container.']","['blanched hazelnuts', 'cold butter', 'plain flour', 'mature cheddar', 'medium egg']",Cheddar & hazelnut shortbread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheddar-hazelnut-shortbread-b44c976.jpg?quality=90&resize=440,400",15,20,,,0.0,[],[],"['blanched hazelnuts', 'cold butter', 'plain flour', 'mature cheddar', 'medium egg']"
30,5f6ed46bf43984d95dc0db56,"{'kcal': 108.0, 'fat': 2.0, 'saturates': 1.0, 'carbs': 19.0, 'sugars': 1.0, 'fibre': 1.0, 'protein': 4.0, 'salt': 0.11}","[{'name': 'plain flour', 'quantity': 200, 'measurement': 'g'}, {'name': 'milk', 'quantity': 200, 'measurement': 'ml'}, {'name': 'cooked butternut squash', 'quantity': 100, 'measurement': 'g'}, {'name': 'egg', 'quantity': 1, 'measurement': 'quantity'}]","['Tip the flour into a bowl and add the baking powder. Measure the milk into a jug and stir in the butternut squash, followed by the egg yolk.', 'Make a well in the centre of the flour and gradually add the milk mixture until you have a lump-free batter. Alternatively, tip everything into a blender and whizz it.', 'Whisk the egg white until stiff, then fold it into the batter.', 'Heat a non-stick pan and cook 1 large or 3 small pancakes at a time (if making small pancakes, use 1 tbsp for each). Wait until lots of bubbles have risen to the top and the surface has begun to dry out before turning them over, but keep an eye on the base to make sure it doesn’t get too brown. Repeat with the remaining mixture.']","['plain flour', 'milk', 'cooked butternut squash', 'egg']",Healthy pumpkin pancakes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pancakes-bf7584e.jpg?quality=90&resize=440,400",10,30,,,0.0,[],[],"['plain flour', 'milk', 'cooked butternut squash', 'egg']"
32,5f6ed46bf43984d95dc0db58,"{'kcal': 705.0, 'fat': 57.0, 'saturates': 30.0, 'carbs': 33.0, 'sugars': 6.0, 'fibre': 4.0, 'protein': 13.0, 'salt': 0.8}","[{'name': 'plain flour', 'quantity': 250, 'measurement': 'g'}, {'name': 'hazelnuts', 'quantity': 50, 'measurement': 'g'}, {'name': 'cold unsalted butter', 'quantity': 150, 'measurement': 'g'}, {'name': 'egg yolk', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'cold water', 'quantity': 3, 'measurement': 'tbsp'}, {'name': 'unsalted butter', 'quantity': 50, 'measurement': 'g'}, {'name': 'oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'small butternut squash', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'chilli flakes', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'double cream', 'quantity': 300, 'measurement': 'ml'}, {'name': 'whole  milk', 'quantity': 300, 'measurement': 'ml'}, {'name': 'eggs', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'vegetarian feta', 'quantity': 100, 'measurement': 'g'}]","['To make the pastry, put the flour, 50g hazelnuts and ½ tsp salt into a food processor. Give it a quick pulse to disperse the nuts through the flour, then add the butter and blitz until the mixture resembles rough breadcrumbs. Add the egg and 3 tbsp ice-cold water, and blitz again until the pastry is just coming together – if the pastry feels dry, add a tbsp more water and pulse again. Flatten into a disc, wrap in cling film and chill in the fridge for 30 mins until firm.', 'Heat oven to 200C/180C fan/gas 6. Melt the butter in a frying pan. Once foaming, add the sage leaves and fry for a min or so until crisp. Transfer to a plate with a slotted spoon and set aside. Mix the oil with the butter in the pan. Put the squash chunks in a roasting tin, sprinkle over the chilli flakes and some seasoning, then pour over the butter mixture. Toss together so that all the pieces of squash are coated, then roast for 35 mins until tender but holding their shape. Set aside to cool.', 'Roll the pastry into a circle roughly 3mm thick on a floured surface, then use it to line a deep 25cm tart tin. Prick the base all over with a fork, then return to the fridge for 20 mins to firm up, or chill it in the freezer for a few minutes.', 'Meanwhile, chop three-quarters of the sage leaves. Whisk the cream with the milk and eggs in a bowl until combined, add a good grating of nutmeg, season well, then stir through the feta, cooled squash and chopped sage.', 'Line the pastry with baking parchment, fill with baking beans or dried rice and bake for 15 mins until the sides of the pastry are holding their shape. Remove the paper and beans and bake for 10 mins more until the pastry is lightly golden. Reduce the oven to 160C/140C fan/gas 3.', 'Pour the quiche filling into the pastry case, then scatter over the rest of the hazelnuts and sage leaves. Return to the oven for 40-50 mins or until the filling is just set. Cool to room temperature before serving.']","['plain flour', 'hazelnuts', 'cold unsalted butter', 'egg yolk', 'cold water', 'unsalted butter', 'oil', 'small butternut squash', 'chilli flakes', 'double cream', 'whole  milk', 'eggs', 'vegetarian feta']","Butternut, sage & hazelnut quiche","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/butternut-sage-hazelnut-quiche-ddbf498.jpg?quality=90&resize=440,400",60,110,,,0.0,[],[],"['plain flour', 'hazelnuts', 'cold unsalted butter', 'egg yolk', 'cold water', 'unsalted butter', 'oil', 'small butternut squash', 'chilli flakes', 'double cream', 'whole  milk', 'eggs', 'vegetarian feta']"
33,5f6ed46bf43984d95dc0db59,"{'kcal': 553.0, 'fat': 31.0, 'saturates': 16.0, 'carbs': 39.0, 'sugars': 9.0, 'fibre': 7.0, 'protein': 25.0, 'salt': 0.5}","[{'name': 'orzo', 'quantity': 300, 'measurement': 'g'}, {'name': 'mascarpone', 'quantity': 4, 'measurement': 'tbsp'}, {'name': 'grated parmesan', 'quantity': 75, 'measurement': 'g'}, {'name': 'flaked almonds', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'panko breadcrumbs', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'cauliflower', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'oil', 'quantity': 1, 'measurement': 'tbsp'}]","[""For the base, heat oven to 180C/160C fan/gas 4. Toss the cauliflower and squash in oil and spread it out on a large oven tray. Roast for 25 mins, or until tender. If you're making the base ahead of time, you can leave it to cool at this stage then freeze in an airtight container for up to a month. (Defrost fully before using in the next step.)"", 'Heat oven to 180C/160C fan/gas 4. Cook the orzo following pack instructions and drain. Tip back into the pan and stir in the mascarpone and nearly all the parmesan.', 'Roughly chop the roasted cauliflower and squash and stir it into the orzo. Tip into a dish and sprinkle over the almonds and breadcrumbs, and the rest of the parmesan. Bake for 20 mins, or until the top browns and toasts a little.']","['orzo', 'mascarpone', 'grated parmesan', 'flaked almonds', 'panko breadcrumbs', 'cauliflower', 'oil']","Cauliflower, squash & orzo gratin","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cauliflower-squash-orzo-gratin-54eda27.jpg?quality=90&resize=440,400",25,55,,,0.0,[],[],"['orzo', 'mascarpone', 'grated parmesan', 'flaked almonds', 'panko breadcrumbs', 'cauliflower', 'oil']"
35,5f6ed46bf43984d95dc0db5b,"{'kcal': 874.0, 'fat': 52.0, 'saturates': 17.0, 'carbs': 16.0, 'sugars': 15.0, 'fibre': 4.0, 'protein': 66.0, 'salt': 2.2}","[{'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'large pheasants', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'leeks', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'of smoked streaky bacon', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'thyme', 'quantity': 3, 'measurement': 'g'}, {'name': 'Bramley apples', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'brandy', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'dry cider', 'quantity': 800, 'measurement': 'ml'}, {'name': 'chicken or game stock', 'quantity': 300, 'measurement': 'ml'}, {'name': 'double cream', 'quantity': 70, 'measurement': 'ml'}, {'name': 'skinless roasted hazelnuts', 'quantity': 50, 'measurement': 'g'}, {'name': 'sea salt', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'caster sugar', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'cider vinegar', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'juniper berries', 'quantity': 2, 'measurement': 'quantity'}]","['For the pickled apples, put the salt, sugar, vinegar and berries in a small pan and bring to the boil. Remove from the heat, add the apple cubes and set aside.', 'Heat the oil in a heavy-bottomed, high-sided casserole and season the pheasant joints with salt. Brown them all over, rendering out some of the yellow fat into the pan. Remove to a plate and season with pepper. Add the leeks, bacon and thyme to the pan along with a pinch of salt and a good grind of black pepper, and fry until the leeks have softened – about 8 mins. Add the apple slices and cook until starting to colour on both sides.', 'Spoon in the brandy and cook until evaporated, add the cider and simmer for a few more mins to cook off the alcohol. Pour in the stock and bring to the boil. Reduce to a gentle simmer and add the pheasant joints back to the pan, covering with a circle of baking parchment.', 'After 15 mins, remove the breasts from the pan to a plate and return the circle of baking parchment to the pan. Cook gently for a further 20 mins, then remove all the pheasant pieces from the pan to a plate and turn the heat up to reduce the sauce. Boil hard for a few min until reduced, then stir in the cream and mace and turn off the heat. Return the pheasant pieces to the sauce - the residual heat will warm it perfectly.', 'Divide the pheasant between plates and spoon over the sauce. Garnish with the pickled apples and hazelnuts. Serve with our celeriac colcannon.']","['olive oil', 'large pheasants', 'leeks', 'of smoked streaky bacon', 'thyme', 'Bramley apples', 'brandy', 'dry cider', 'chicken or game stock', 'double cream', 'skinless roasted hazelnuts', 'sea salt', 'caster sugar', 'cider vinegar', 'juniper berries']","Pheasant braised with leeks, cider & apples","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pheasant-braised-with-leeks-cider-apples-9fa66e9.jpg?quality=90&resize=440,400",10,50,,,0.0,[],[],"['olive oil', 'large pheasants', 'leeks', 'of smoked streaky bacon', 'thyme', 'Bramley apples', 'brandy', 'dry cider', 'chicken or game stock', 'double cream', 'skinless roasted hazelnuts', 'sea salt', 'caster sugar', 'cider vinegar', 'juniper berries']"
36,5f6ed46cf43984d95dc0db5c,"{'kcal': 766.0, 'fat': 56.0, 'saturates': 32.0, 'carbs': 40.0, 'sugars': 33.0, 'fibre': 2.0, 'protein': 5.0, 'salt': 0.4}","[{'name': 'large quince', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'sugar', 'quantity': 100, 'measurement': 'g'}, {'name': 'vanilla bean', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'orange', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'madeira', 'quantity': 300, 'measurement': 'ml'}, {'name': 'double cream', 'quantity': 350, 'measurement': 'ml'}, {'name': 'Greek yogurt', 'quantity': 150, 'measurement': 'ml'}]","['Heat oven to 180C/160C fan/gas 4. Arrange the quince in a greased roasting tin or casserole and scatter over the sugar and vanilla seeds, throwing the pod in too. Add the orange zest and lemon juice, and pour over the madeira and 100ml water. Cover with foil and roast for 25-30 mins until the quince are pink and very tender.', 'Leave to cool, then blitz half the quince into a purée and finely chop the other half. Reduce the roasting juice in the pan to a syrup. Stir the purée and finely chopped quince together. Whip the cream to soft peaks and fold through the Greek yogurt and a little of the syrup. Layer in glasses with the quince mix and syrup. Chop a few hazelnuts to sprinkle on top and serve.']","['large quince', 'sugar', 'vanilla bean', 'orange', 'madeira', 'double cream', 'Greek yogurt']",Roast quince fool with madeira,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/madeira-roast-quince-fool-641998b.jpg?quality=90&resize=440,400",10,40,,,0.0,[],[],"['large quince', 'sugar', 'vanilla bean', 'orange', 'madeira', 'double cream', 'Greek yogurt']"
37,5f6ed46cf43984d95dc0db5d,"{'kcal': 757.0, 'fat': 66.0, 'saturates': 14.0, 'carbs': 23.0, 'sugars': 14.0, 'fibre': 6.0, 'protein': 15.0, 'salt': 0.5}","[{'name': 'natural full-fat Greek yogurt', 'quantity': 400, 'measurement': 'g'}, {'name': 'large beetroots', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'olive oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'thyme sprigs', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'green pepper', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'green chilli', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'roasted pumpkin seeds', 'quantity': 50, 'measurement': 'g'}, {'name': 'roasted hazelnuts', 'quantity': 50, 'measurement': 'g'}, {'name': 'garlic clove', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'honey', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'sourdough bread', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'extra virgin olive oil', 'quantity': 150, 'measurement': 'ml'}]","['First, make the labneh. Mix the yogurt with a pinch of salt. Line a sieve with muslin, a clean J-cloth or a few sheets of kitchen paper and rest over a deep bowl. Spoon in the yogurt, then cover and put in the fridge to strain for about 4 hrs. You’ll be left with a firmer, soft cheese-like substance – this is your labneh.', 'Meanwhile, heat the oven to 200C/180C fan/gas 6. Toss the beetroots in the olive oil with salt, pepper and the thyme leaves. Wrap each beet loosely in foil, then place in a roasting tin. Roast for 1 hr, or until tender. Remove from the oven and allow to cool. Peel off the skins, then slice into wedges. Dress with olive oil and season.', 'Meanwhile, heat the grill to high. Toss the green pepper and chilli with a little oil on a baking tray and grill, turning halfway, until blackened all over (about 10-12 mins). Transfer to a bowl, cover with cling film and leave to cool. Remove and discard the skin and any seeds, then set aside.', 'To make the sauce, put the pumpkin seeds, most of the herbs and hazelnuts (reserving a few to serve), coriander seeds and cumin seeds in the bowl of a food processor with the garlic and preserved lemon and blitz to coarse crumbs. Add the green pepper, chilli and 1 tsp flaky sea salt. Blitz again to a coarse paste, then add the honey, bread and olive oil. Whizz gradually, adding 100-150ml water, until you have a spoonable sauce. Pour into a bowl, season and add the lemon juice 2 tsp at a time, until it’s balanced and not too sharp.', 'Smooth a spoonful of labneh on each plate and top with the dressed beets. Spoon over the sauce, then scatter over the remaining hazelnuts and the herbs and drizzle over some more oil.']","['natural full-fat Greek yogurt', 'large beetroots', 'olive oil', 'thyme sprigs', 'green pepper', 'green chilli', 'roasted pumpkin seeds', 'roasted hazelnuts', 'garlic clove', 'honey', 'sourdough bread', 'extra virgin olive oil']","Labneh with roast beetroot, preserved lemon & green romesco sauce","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/labneh-with-roast-beetroots-preserved-lemon-green-romesco-sauce-770c734.jpg?quality=90&resize=440,400",35,75,,,0.0,[],[],"['natural full-fat Greek yogurt', 'large beetroots', 'olive oil', 'thyme sprigs', 'green pepper', 'green chilli', 'roasted pumpkin seeds', 'roasted hazelnuts', 'garlic clove', 'honey', 'sourdough bread', 'extra virgin olive oil']"
79,5f6ed52997d4f612d214fbaa,"{'kcal': 423.0, 'fat': 16.0, 'saturates': 4.0, 'carbs': 36.0, 'sugars': 21.0, 'fibre': 14.0, 'protein': 24.0, 'salt': 1.1}","[{'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'beef meatballs', 'quantity': 12, 'measurement': 'quantity'}, {'name': 'onion', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'mixed peppers', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'large garlic cloves', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'hot smoked paprika', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'ground cumin', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'light brown soft sugar', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'chopped tomatoes', 'quantity': 800, 'measurement': 'g'}, {'name': 'black beans', 'quantity': 800, 'measurement': 'g'}]","['Heat the oil in a large flameproof casserole dish over a medium heat. Fry the meatballs for 5 mins until browned, then transfer to a plate with a slotted spoon.', 'Fry the onion and peppers with a pinch of salt for 7 mins. Add the coriander stalks, garlic, paprika and cumin and fry for 1 min more. Tip in the sugar, tomatoes and beans, and bring to a simmer. Season, return the meatballs to the pan and cook, covered, for 15 mins. To freeze, leave to cool completely and transfer to large freezerproof bags.', 'Serve the chilli with the rice and the coriander leaves scattered over.']","['olive oil', 'beef meatballs', 'onion', 'mixed peppers', 'large garlic cloves', 'hot smoked paprika', 'ground cumin', 'light brown soft sugar', 'chopped tomatoes', 'black beans']",Meatball black bean chilli,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/meatball-black-bean-chilli-4722ed0.jpg?quality=90&resize=440,400",10,30,,,0.0,[],[],"['olive oil', 'beef meatballs', 'onion', 'mixed peppers', 'large garlic cloves', 'hot smoked paprika', 'ground cumin', 'light brown soft sugar', 'chopped tomatoes', 'black beans']"
81,5f6ed52997d4f612d214fbac,"{'kcal': 296.0, 'fat': 6.0, 'saturates': 1.0, 'carbs': 22.0, 'sugars': 10.0, 'fibre': 8.0, 'protein': 34.0, 'salt': 0.4}","[{'name': 'oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'onion', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'medium curry powder', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'garlic cloves', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'chopped tomatoes', 'quantity': 800, 'measurement': 'g'}, {'name': 'can chickpeas', 'quantity': 400, 'measurement': 'g'}, {'name': 'cod', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'lemon', 'quantity': 1, 'measurement': 'quantity'}]","['Heat the oil in a large, lidded frying pan. Cook the onion over a high heat for a few mins, then stir in the curry powder, ginger and garlic. Cook for another 1-2 mins until fragrant, then stir in the tomatoes, chickpeas and some seasoning.', 'Cook for 8-10 mins until thickened slightly, then top with the cod. Cover and cook for another 5-10 mins until the fish is cooked through. Scatter over the lemon zest and coriander, then serve with the lemon wedges to squeeze over.']","['oil', 'onion', 'medium curry powder', 'garlic cloves', 'chopped tomatoes', 'can chickpeas', 'cod', 'lemon']",Curried cod,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/curried-cod-d8ee619.jpg?quality=90&resize=440,400",10,25,,,0.0,[],[],"['oil', 'onion', 'medium curry powder', 'garlic cloves', 'chopped tomatoes', 'can chickpeas', 'cod', 'lemon']"
84,5f6ed52997d4f612d214fbaf,"{'kcal': 468.0, 'fat': 22.0, 'saturates': 6.0, 'carbs': 39.0, 'sugars': 11.0, 'fibre': 7.0, 'protein': 25.0, 'salt': 1.1}","[{'name': 'olive or rapeseed oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'fennel seeds', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'pork mince', 'quantity': 500, 'measurement': 'g'}, {'name': 'sweet paprika', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'passata', 'quantity': 780, 'measurement': 'g'}, {'name': 'good-quality barbecue sauce', 'quantity': 100, 'measurement': 'g'}, {'name': 'pinto or black beans', 'quantity': 400, 'measurement': 'g'}, {'name': 'ripe avocados', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'lime', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'French stick', 'quantity': 4, 'measurement': 'quantity'}]","['Heat the oil and fennel in a pan for about 1-2 mins until sizzling. Add the pork and fry until starting to brown in places, breaking it up with your spoon as it cooks. Add the paprika, passata and some seasoning. Cover the pan with a lid and simmer gently for 30 mins, then cook with the lid off for another 15 mins until the mince has broken down and the sauce is thick. Stir through the barbecue sauce and add the beans, then cook for 1 min until warmed through. Turn the heat off but leave on the hob for up to 3 hrs. Can be chilled for up to two days, or frozen for up to two months. Reheat individual portions in the microwave or in a smaller pan.', 'Halve the avocados and scoop the flesh into a bowl. Add the lime juice and some salt. Squash the avocados in your palms through your fingers to make a chunky, crushed guacamole consistency – this is a great job for kids. If you don’t want to use your hands, use a fork instead. Cover the surface directly with cling film to prevent it from browning. Can be chilled in the fridge for up to a day. Serve the pork mince piled into buns or with a French stick, with the avocado and some grated cheese.']","['olive or rapeseed oil', 'fennel seeds', 'pork mince', 'sweet paprika', 'passata', 'good-quality barbecue sauce', 'pinto or black beans', 'ripe avocados', 'lime', 'French stick']",Smoky BBQ pork buns with crushed avocado,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pork-buns-88772d3.jpg?quality=90&resize=440,400",5,75,,,0.0,[],[],"['olive or rapeseed oil', 'fennel seeds', 'pork mince', 'sweet paprika', 'passata', 'good-quality barbecue sauce', 'pinto or black beans', 'ripe avocados', 'lime', 'French stick']"
132,5f6ed5824cfffd2f9b381da2,"{'kcal': 737.0, 'fat': 42.0, 'saturates': 10.0, 'carbs': 49.0, 'sugars': 6.0, 'fibre': 4.0, 'protein': 39.0, 'salt': 4.1}","[{'name': 'skinless chicken', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'piri-piri sauce', 'quantity': 4, 'measurement': 'tbsp'}, {'name': 'halloumi', 'quantity': 250, 'measurement': 'g'}, {'name': 'mayonnaise', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'hummus', 'quantity': 4, 'measurement': 'tbsp'}, {'name': 'large roasted red peppers', 'quantity': 2, 'measurement': 'quantity'}]","['Put the chicken breasts between two pieces of baking parchment and bash with a rolling pin until 1cm thick. Cut each into two even pieces.', 'Heat two frying pans over a medium-high heat, heating the oil in one. Fry the chicken in the oiled pan for 3-4 mins on each side until cooked through. Season. Reduce the heat, drizzle in the chilli sauce and half the lemon juice and cook for 1-2 mins more until the sauce is reduced. Remove from the heat.', 'While the chicken cooks, toast the buns in the dry frying pan for 30 secs. Transfer to a plate, then fry the halloumi in the pan (add a bit of oil if the pan is not non-stick) for 30 secs on each side until golden. Toss the cabbage with the mayo and remaining lemon juice.', 'Spoon the hummus (or dip of your choice) into the toasted buns, then top with the rocket, chilli chicken, halloumi and peppers. Drizzle with a little more chilli sauce, spoon over the cabbage, season with black pepper, and top with the bun lids. Serve with any extra cabbage on the side, or a green salad.']","['skinless chicken', 'oil', 'piri-piri sauce', 'halloumi', 'mayonnaise', 'hummus', 'large roasted red peppers']",15-minute chicken & halloumi burgers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/15-minute-chicken-halloumi-burgers-ef95d1d.jpg?quality=90&resize=440,400",5,10,,,0.0,[],[],"['skinless chicken', 'oil', 'piri-piri sauce', 'halloumi', 'mayonnaise', 'hummus', 'large roasted red peppers']"
